,id,наименование,дата,аппарат,количество,машиночас
6856,9688,Забайкальский край,2022-4,Energiser505,0,349
6857,9689,Забайкальский край,2022-5,Energiser505,0,349
6858,9690,Забайкальский край,2022-6,Energiser505,1,349
6859,9691,Забайкальский край,2022-7,Energiser505,3,349
6860,9692,Забайкальский край,2022-8,Energiser505,8,349
6861,9693,Забайкальский край,2022-9,Energiser505,16,349
6862,9694,Забайкальский край,2022-10,Energiser505,22,349
6863,9695,Забайкальский край,2022-11,Energiser505,24,349
6864,9696,Забайкальский край,2022-12,Energiser505,20,349
6865,9701,Забайкальский край,2022-5,Traxporter,0,4427
6866,9702,Забайкальский край,2022-6,Traxporter,1,4427
6867,9703,Забайкальский край,2022-7,Traxporter,3,4427
6868,9704,Забайкальский край,2022-8,Traxporter,7,4427
6869,9705,Забайкальский край,2022-9,Traxporter,19,4427
6870,9706,Забайкальский край,2022-10,Traxporter,25,4427
6871,9707,Забайкальский край,2022-11,Traxporter,24,4427
6872,9708,Забайкальский край,2022-12,Traxporter,20,4427
6873,9713,Забайкальский край,2022-5,Ziesel,0,1748
6874,9714,Забайкальский край,2022-6,Ziesel,0,1748
6875,9715,Забайкальский край,2022-7,Ziesel,3,1748
6876,9716,Забайкальский край,2022-8,Ziesel,9,1748
6877,9717,Забайкальский край,2022-9,Ziesel,17,1748
6878,9718,Забайкальский край,2022-10,Ziesel,24,1748
6879,9719,Забайкальский край,2022-11,Ziesel,26,1748
6880,9720,Забайкальский край,2022-12,Ziesel,21,1748
6881,9725,Ивановская область,2022-5,Ziesel,0,1822
6882,9726,Ивановская область,2022-6,Ziesel,2,1822
6883,9727,Ивановская область,2022-7,Ziesel,5,1822
6884,9728,Ивановская область,2022-8,Ziesel,16,1822
6885,9729,Ивановская область,2022-9,Ziesel,23,1822
6886,9730,Ивановская область,2022-10,Ziesel,36,1822
6887,9731,Ивановская область,2022-11,Ziesel,40,1822
6888,9732,Ивановская область,2022-12,Ziesel,30,1822
6889,9737,Ивановская область,2022-5,DTV Shredder,0,1564
6890,9738,Ивановская область,2022-6,DTV Shredder,1,1564
6891,9739,Ивановская область,2022-7,DTV Shredder,5,1564
6892,9740,Ивановская область,2022-8,DTV Shredder,10,1564
6893,9741,Ивановская область,2022-9,DTV Shredder,26,1564
6894,9742,Ивановская область,2022-10,DTV Shredder,26,1564
6895,9743,Ивановская область,2022-11,DTV Shredder,37,1564
6896,9744,Ивановская область,2022-12,DTV Shredder,26,1564
6897,9749,Ивановская область,2022-5,Ripsaw,0,2468
6898,9750,Ивановская область,2022-6,Ripsaw,1,2468
6899,9751,Ивановская область,2022-7,Ripsaw,7,2468
6900,9752,Ивановская область,2022-8,Ripsaw,13,2468
6901,9753,Ивановская область,2022-9,Ripsaw,24,2468
6902,9754,Ивановская область,2022-10,Ripsaw,31,2468
6903,9755,Ивановская область,2022-11,Ripsaw,29,2468
6904,9756,Ивановская область,2022-12,Ripsaw,27,2468
6905,9760,Иркутская область,2022-4,Energiser505,0,342
6906,9761,Иркутская область,2022-5,Energiser505,0,342
6907,9762,Иркутская область,2022-6,Energiser505,1,342
6908,9763,Иркутская область,2022-7,Energiser505,5,342
6909,9764,Иркутская область,2022-8,Energiser505,11,342
6910,9765,Иркутская область,2022-9,Energiser505,17,342
6911,9766,Иркутская область,2022-10,Energiser505,31,342
6912,9767,Иркутская область,2022-11,Energiser505,35,342
6913,9768,Иркутская область,2022-12,Energiser505,27,342
6914,9772,Иркутская область,2022-4,Traxporter,0,4090
6915,9774,Иркутская область,2022-6,Traxporter,1,4090
6916,9775,Иркутская область,2022-7,Traxporter,7,4090
6917,9776,Иркутская область,2022-8,Traxporter,11,4090
6918,9777,Иркутская область,2022-9,Traxporter,22,4090
6919,9778,Иркутская область,2022-10,Traxporter,33,4090
6920,9779,Иркутская область,2022-11,Traxporter,36,4090
6921,9780,Иркутская область,2022-12,Traxporter,26,4090
6922,9785,Иркутская область,2022-5,Ziesel,0,1698
6923,9786,Иркутская область,2022-6,Ziesel,1,1698
6924,9787,Иркутская область,2022-7,Ziesel,5,1698
6925,9788,Иркутская область,2022-8,Ziesel,13,1698
6926,9789,Иркутская область,2022-9,Ziesel,22,1698
6927,9790,Иркутская область,2022-10,Ziesel,33,1698
6928,9791,Иркутская область,2022-11,Ziesel,36,1698
6929,9792,Иркутская область,2022-12,Ziesel,25,1698
6930,9797,Калининградская область,2022-5,Energiser505,0,346
6931,9798,Калининградская область,2022-6,Energiser505,3,346
6932,9799,Калининградская область,2022-7,Energiser505,9,346
6933,9800,Калининградская область,2022-8,Energiser505,22,346
6934,9801,Калининградская область,2022-9,Energiser505,35,346
6935,9802,Калининградская область,2022-10,Energiser505,49,346
6936,9803,Калининградская область,2022-11,Energiser505,54,346
6937,9804,Калининградская область,2022-12,Energiser505,42,346
6938,9808,Калининградская область,2022-4,Red BUG CT500,0,644
6939,9809,Калининградская область,2022-5,Red BUG CT500,1,644
6940,9810,Калининградская область,2022-6,Red BUG CT500,1,644
6941,9811,Калининградская область,2022-7,Red BUG CT500,10,644
6942,9812,Калининградская область,2022-8,Red BUG CT500,25,644
6943,9813,Калининградская область,2022-9,Red BUG CT500,41,644
6944,9814,Калининградская область,2022-10,Red BUG CT500,53,644
6945,9815,Калининградская область,2022-11,Red BUG CT500,63,644
6946,9816,Калининградская область,2022-12,Red BUG CT500,44,644
6947,9820,Калужская область,2022-4,Red RBL-03,0,1251
6948,9821,Калужская область,2022-5,Red RBL-03,0,1251
6949,9822,Калужская область,2022-6,Red RBL-03,0,1251
6950,9823,Калужская область,2022-7,Red RBL-03,5,1251
6951,9824,Калужская область,2022-8,Red RBL-03,12,1251
6952,9825,Калужская область,2022-9,Red RBL-03,25,1251
6953,9826,Калужская область,2022-10,Red RBL-03,26,1251
6954,9827,Калужская область,2022-11,Red RBL-03,33,1251
6955,9828,Калужская область,2022-12,Red RBL-03,28,1251
6956,9833,Калужская область,2022-5,AFA-ROCK,0,617
6957,9834,Калужская область,2022-6,AFA-ROCK,1,617
6958,9835,Калужская область,2022-7,AFA-ROCK,4,617
6959,9836,Калужская область,2022-8,AFA-ROCK,10,617
6960,9837,Калужская область,2022-9,AFA-ROCK,19,617
6961,9838,Калужская область,2022-10,AFA-ROCK,25,617
6962,9839,Калужская область,2022-11,AFA-ROCK,26,617
6963,9840,Калужская область,2022-12,AFA-ROCK,19,617
6964,9844,Калужская область,2022-4,Honda HSM,0,1416
6965,9845,Калужская область,2022-5,Honda HSM,0,1416
6966,9846,Калужская область,2022-6,Honda HSM,2,1416
6967,9847,Калужская область,2022-7,Honda HSM,6,1416
6968,9848,Калужская область,2022-8,Honda HSM,10,1416
6969,9849,Калужская область,2022-9,Honda HSM,23,1416
6970,9850,Калужская область,2022-10,Honda HSM,33,1416
6971,9851,Калужская область,2022-11,Honda HSM,35,1416
6972,9852,Калужская область,2022-12,Honda HSM,25,1416
6973,9857,Калужская область,2022-5,Traxporter,0,4278
6974,9858,Калужская область,2022-6,Traxporter,2,4278
6975,9859,Калужская область,2022-7,Traxporter,4,4278
6976,9860,Калужская область,2022-8,Traxporter,14,4278
6977,9861,Калужская область,2022-9,Traxporter,22,4278
6978,9862,Калужская область,2022-10,Traxporter,31,4278
6979,9863,Калужская область,2022-11,Traxporter,35,4278
6980,9864,Калужская область,2022-12,Traxporter,22,4278
6981,9869,Камчатский край,2022-5,Energiser505,0,373
6982,9870,Камчатский край,2022-6,Energiser505,2,373
6983,9871,Камчатский край,2022-7,Energiser505,11,373
6984,9872,Камчатский край,2022-8,Energiser505,23,373
6985,9873,Камчатский край,2022-9,Energiser505,47,373
6986,9874,Камчатский край,2022-10,Energiser505,66,373
6987,9875,Камчатский край,2022-11,Energiser505,72,373
6988,9876,Камчатский край,2022-12,Energiser505,60,373
6989,9881,Камчатский край,2022-5,Traxporter,0,3910
6990,9882,Камчатский край,2022-6,Traxporter,3,3910
6991,9883,Камчатский край,2022-7,Traxporter,13,3910
6992,9884,Камчатский край,2022-8,Traxporter,20,3910
6993,9885,Камчатский край,2022-9,Traxporter,46,3910
6994,9886,Камчатский край,2022-10,Traxporter,61,3910
6995,9887,Камчатский край,2022-11,Traxporter,70,3910
6996,9888,Камчатский край,2022-12,Traxporter,50,3910
6997,9892,Камчатский край,2022-4,Ziesel,0,1773
6998,9893,Камчатский край,2022-5,Ziesel,0,1773
6999,9894,Камчатский край,2022-6,Ziesel,2,1773
7000,9895,Камчатский край,2022-7,Ziesel,11,1773
7001,9896,Камчатский край,2022-8,Ziesel,27,1773
7002,9897,Камчатский край,2022-9,Ziesel,44,1773
7003,9898,Камчатский край,2022-10,Ziesel,60,1773
7004,9899,Камчатский край,2022-11,Ziesel,62,1773
7005,9900,Камчатский край,2022-12,Ziesel,50,1773
7006,9904,Кемеровская область,2022-4,Energiser505,0,346
7007,9905,Кемеровская область,2022-5,Energiser505,0,346
7008,9906,Кемеровская область,2022-6,Energiser505,4,346
7009,9907,Кемеровская область,2022-7,Energiser505,13,346
7010,9908,Кемеровская область,2022-8,Energiser505,30,346
7011,9909,Кемеровская область,2022-9,Energiser505,50,346
7012,9910,Кемеровская область,2022-10,Energiser505,71,346
7013,9911,Кемеровская область,2022-11,Energiser505,77,346
7014,9912,Кемеровская область,2022-12,Energiser505,64,346
7015,9916,Кемеровская область,2022-4,Traxporter,0,4013
7016,9917,Кемеровская область,2022-5,Traxporter,1,4013
7017,9918,Кемеровская область,2022-6,Traxporter,4,4013
7018,9919,Кемеровская область,2022-7,Traxporter,11,4013
7019,9920,Кемеровская область,2022-8,Traxporter,29,4013
7020,9921,Кемеровская область,2022-9,Traxporter,54,4013
7021,9922,Кемеровская область,2022-10,Traxporter,91,4013
7022,9923,Кемеровская область,2022-11,Traxporter,90,4013
7023,9924,Кемеровская область,2022-12,Traxporter,65,4013
7024,9929,Кемеровская область,2022-5,Ziesel,0,1727
7025,9930,Кемеровская область,2022-6,Ziesel,5,1727
7026,9931,Кемеровская область,2022-7,Ziesel,9,1727
7027,9932,Кемеровская область,2022-8,Ziesel,24,1727
7028,9933,Кемеровская область,2022-9,Ziesel,45,1727
7029,9934,Кемеровская область,2022-10,Ziesel,61,1727
7030,9935,Кемеровская область,2022-11,Ziesel,64,1727
7031,9936,Кемеровская область,2022-12,Ziesel,54,1727
7032,9941,Кировская область,2022-5,Energiser505,0,352
7033,9942,Кировская область,2022-6,Energiser505,3,352
7034,9943,Кировская область,2022-7,Energiser505,7,352
7035,9944,Кировская область,2022-8,Energiser505,16,352
7036,9945,Кировская область,2022-9,Energiser505,36,352
7037,9946,Кировская область,2022-10,Energiser505,42,352
7038,9947,Кировская область,2022-11,Energiser505,42,352
7039,9948,Кировская область,2022-12,Energiser505,33,352
7040,9952,Кировская область,2022-4,Traxporter,0,4137
7041,9953,Кировская область,2022-5,Traxporter,0,4137
7042,9954,Кировская область,2022-6,Traxporter,1,4137
7043,9955,Кировская область,2022-7,Traxporter,7,4137
7044,9956,Кировская область,2022-8,Traxporter,16,4137
7045,9957,Кировская область,2022-9,Traxporter,24,4137
7046,9958,Кировская область,2022-10,Traxporter,38,4137
7047,9959,Кировская область,2022-11,Traxporter,41,4137
7048,9960,Кировская область,2022-12,Traxporter,29,4137
7049,9965,Кировская область,2022-5,Ziesel,0,1704
7050,9966,Кировская область,2022-6,Ziesel,1,1704
7051,9967,Кировская область,2022-7,Ziesel,5,1704
7052,9968,Кировская область,2022-8,Ziesel,15,1704
7053,9969,Кировская область,2022-9,Ziesel,27,1704
7054,9970,Кировская область,2022-10,Ziesel,42,1704
7055,9971,Кировская область,2022-11,Ziesel,36,1704
7056,9972,Кировская область,2022-12,Ziesel,28,1704
7057,9976,Костромская область,2022-4,Ziesel,0,1779
7058,9977,Костромская область,2022-5,Ziesel,1,1779
7059,9978,Костромская область,2022-6,Ziesel,1,1779
7060,9979,Костромская область,2022-7,Ziesel,7,1779
7061,9980,Костромская область,2022-8,Ziesel,14,1779
7062,9981,Костромская область,2022-9,Ziesel,29,1779
7063,9982,Костромская область,2022-10,Ziesel,39,1779
7064,9983,Костромская область,2022-11,Ziesel,40,1779
7065,9984,Костромская область,2022-12,Ziesel,35,1779
7066,9988,Костромская область,2022-4,DTV Shredder,0,1485
7067,9989,Костромская область,2022-5,DTV Shredder,0,1485
7068,9990,Костромская область,2022-6,DTV Shredder,1,1485
7069,9991,Костромская область,2022-7,DTV Shredder,5,1485
7070,9992,Костромская область,2022-8,DTV Shredder,14,1485
7071,9993,Костромская область,2022-9,DTV Shredder,25,1485
7072,9994,Костромская область,2022-10,DTV Shredder,34,1485
7073,9995,Костромская область,2022-11,DTV Shredder,38,1485
7074,9996,Костромская область,2022-12,DTV Shredder,26,1485
7075,10000,Костромская область,2022-4,Ripsaw,0,2550
7076,10001,Костромская область,2022-5,Ripsaw,0,2550
7077,10002,Костромская область,2022-6,Ripsaw,1,2550
7078,10003,Костромская область,2022-7,Ripsaw,4,2550
7079,10004,Костромская область,2022-8,Ripsaw,10,2550
7080,10005,Костромская область,2022-9,Ripsaw,22,2550
7081,10006,Костромская область,2022-10,Ripsaw,31,2550
7082,10007,Костромская область,2022-11,Ripsaw,37,2550
7083,10008,Костромская область,2022-12,Ripsaw,26,2550
7084,10011,Краснодарский край,2022-3,Energiser505,0,333
7085,10013,Краснодарский край,2022-5,Energiser505,0,333
7086,10014,Краснодарский край,2022-6,Energiser505,1,333
7087,10015,Краснодарский край,2022-7,Energiser505,7,333
7088,10016,Краснодарский край,2022-8,Energiser505,12,333
7089,10017,Краснодарский край,2022-9,Energiser505,26,333
7090,10018,Краснодарский край,2022-10,Energiser505,34,333
7091,10019,Краснодарский край,2022-11,Energiser505,35,333
7092,10020,Краснодарский край,2022-12,Energiser505,28,333
7093,10025,Краснодарский край,2022-5,Traxporter,0,3884
7094,10026,Краснодарский край,2022-6,Traxporter,2,3884
7095,10027,Краснодарский край,2022-7,Traxporter,6,3884
7096,10028,Краснодарский край,2022-8,Traxporter,12,3884
7097,10029,Краснодарский край,2022-9,Traxporter,26,3884
7098,10030,Краснодарский край,2022-10,Traxporter,38,3884
7099,10031,Краснодарский край,2022-11,Traxporter,40,3884
7100,10032,Краснодарский край,2022-12,Traxporter,31,3884
7101,10037,Краснодарский край,2022-5,Ziesel,0,1711
7102,10038,Краснодарский край,2022-6,Ziesel,1,1711
7103,10039,Краснодарский край,2022-7,Ziesel,4,1711
7104,10040,Краснодарский край,2022-8,Ziesel,11,1711
7105,10041,Краснодарский край,2022-9,Ziesel,23,1711
7106,10042,Краснодарский край,2022-10,Ziesel,30,1711
7107,10043,Краснодарский край,2022-11,Ziesel,29,1711
7108,10044,Краснодарский край,2022-12,Ziesel,26,1711
7109,10049,Красноярский край,2022-5,Energiser505,1,361
7110,10050,Красноярский край,2022-6,Energiser505,3,361
7111,10051,Красноярский край,2022-7,Energiser505,11,361
7112,10052,Красноярский край,2022-8,Energiser505,28,361
7113,10053,Красноярский край,2022-9,Energiser505,44,361
7114,10054,Красноярский край,2022-10,Energiser505,67,361
7115,10055,Красноярский край,2022-11,Energiser505,78,361
7116,10056,Красноярский край,2022-12,Energiser505,59,361
7117,10060,Красноярский край,2022-4,Traxporter,0,4153
7118,10061,Красноярский край,2022-5,Traxporter,0,4153
7119,10062,Красноярский край,2022-6,Traxporter,2,4153
7120,10063,Красноярский край,2022-7,Traxporter,10,4153
7121,10064,Красноярский край,2022-8,Traxporter,21,4153
7122,10065,Красноярский край,2022-9,Traxporter,41,4153
7123,10066,Красноярский край,2022-10,Traxporter,60,4153
7124,10067,Красноярский край,2022-11,Traxporter,54,4153
7125,10068,Красноярский край,2022-12,Traxporter,44,4153
7126,10071,Красноярский край,2022-3,Ziesel,0,1844
7127,10072,Красноярский край,2022-4,Ziesel,0,1844
7128,10073,Красноярский край,2022-5,Ziesel,0,1844
7129,10074,Красноярский край,2022-6,Ziesel,2,1844
7130,10075,Красноярский край,2022-7,Ziesel,9,1844
7131,10076,Красноярский край,2022-8,Ziesel,23,1844
7132,10077,Красноярский край,2022-9,Ziesel,40,1844
7133,10078,Красноярский край,2022-10,Ziesel,54,1844
7134,10079,Красноярский край,2022-11,Ziesel,52,1844
7135,10080,Красноярский край,2022-12,Ziesel,49,1844
7136,10085,Курская область,2022-5,Ziesel,0,1804
7137,10086,Курская область,2022-6,Ziesel,2,1804
7138,10087,Курская область,2022-7,Ziesel,6,1804
7139,10088,Курская область,2022-8,Ziesel,14,1804
7140,10089,Курская область,2022-9,Ziesel,22,1804
7141,10090,Курская область,2022-10,Ziesel,38,1804
7142,10091,Курская область,2022-11,Ziesel,37,1804
7143,10092,Курская область,2022-12,Ziesel,29,1804
7144,10095,Курская область,2022-3,DTV Shredder,0,1653
7145,10097,Курская область,2022-5,DTV Shredder,0,1653
7146,10098,Курская область,2022-6,DTV Shredder,1,1653
7147,10099,Курская область,2022-7,DTV Shredder,5,1653
7148,10100,Курская область,2022-8,DTV Shredder,12,1653
7149,10101,Курская область,2022-9,DTV Shredder,19,1653
7150,10102,Курская область,2022-10,DTV Shredder,31,1653
7151,10103,Курская область,2022-11,DTV Shredder,32,1653
7152,10104,Курская область,2022-12,DTV Shredder,22,1653
7153,10109,Курская область,2022-5,Ripsaw,0,2556
7154,10110,Курская область,2022-6,Ripsaw,1,2556
7155,10111,Курская область,2022-7,Ripsaw,4,2556
7156,10112,Курская область,2022-8,Ripsaw,9,2556
7157,10113,Курская область,2022-9,Ripsaw,18,2556
7158,10114,Курская область,2022-10,Ripsaw,26,2556
7159,10115,Курская область,2022-11,Ripsaw,27,2556
7160,10116,Курская область,2022-12,Ripsaw,19,2556
7161,10121,Ленинградская область,2022-5,Red RBL-03,0,1184
7162,10122,Ленинградская область,2022-6,Red RBL-03,2,1184
7163,10123,Ленинградская область,2022-7,Red RBL-03,8,1184
7164,10124,Ленинградская область,2022-8,Red RBL-03,20,1184
7165,10125,Ленинградская область,2022-9,Red RBL-03,36,1184
7166,10126,Ленинградская область,2022-10,Red RBL-03,53,1184
7167,10127,Ленинградская область,2022-11,Red RBL-03,56,1184
7168,10128,Ленинградская область,2022-12,Red RBL-03,47,1184
7169,10132,Ленинградская область,2022-4,AFA-ROCK,0,614
7170,10133,Ленинградская область,2022-5,AFA-ROCK,0,614
7171,10134,Ленинградская область,2022-6,AFA-ROCK,3,614
7172,10135,Ленинградская область,2022-7,AFA-ROCK,10,614
7173,10136,Ленинградская область,2022-8,AFA-ROCK,19,614
7174,10137,Ленинградская область,2022-9,AFA-ROCK,33,614
7175,10138,Ленинградская область,2022-10,AFA-ROCK,55,614
7176,10139,Ленинградская область,2022-11,AFA-ROCK,55,614
7177,10140,Ленинградская область,2022-12,AFA-ROCK,46,614
7178,10145,Ленинградская область,2022-5,Honda HSM,0,1377
7179,10146,Ленинградская область,2022-6,Honda HSM,2,1377
7180,10147,Ленинградская область,2022-7,Honda HSM,9,1377
7181,10148,Ленинградская область,2022-8,Honda HSM,16,1377
7182,10149,Ленинградская область,2022-9,Honda HSM,35,1377
7183,10150,Ленинградская область,2022-10,Honda HSM,50,1377
7184,10151,Ленинградская область,2022-11,Honda HSM,51,1377
7185,10152,Ленинградская область,2022-12,Honda HSM,40,1377
7186,10157,Ленинградская область,2022-5,Traxporter,1,4060
7187,10158,Ленинградская область,2022-6,Traxporter,3,4060
7188,10159,Ленинградская область,2022-7,Traxporter,11,4060
7189,10160,Ленинградская область,2022-8,Traxporter,21,4060
7190,10161,Ленинградская область,2022-9,Traxporter,38,4060
7191,10162,Ленинградская область,2022-10,Traxporter,51,4060
7192,10163,Ленинградская область,2022-11,Traxporter,66,4060
7193,10164,Ленинградская область,2022-12,Traxporter,46,4060
7194,10168,Липецкая область,2022-4,Energiser505,0,345
7195,10169,Липецкая область,2022-5,Energiser505,1,345
7196,10170,Липецкая область,2022-6,Energiser505,2,345
7197,10171,Липецкая область,2022-7,Energiser505,7,345
7198,10172,Липецкая область,2022-8,Energiser505,21,345
7199,10173,Липецкая область,2022-9,Energiser505,37,345
7200,10174,Липецкая область,2022-10,Energiser505,54,345
7201,10175,Липецкая область,2022-11,Energiser505,55,345
7202,10176,Липецкая область,2022-12,Energiser505,38,345
7203,10180,Липецкая область,2022-4,Traxporter,0,4273
7204,10181,Липецкая область,2022-5,Traxporter,0,4273
7205,10182,Липецкая область,2022-6,Traxporter,0,4273
7206,10183,Липецкая область,2022-7,Traxporter,7,4273
7207,10184,Липецкая область,2022-8,Traxporter,13,4273
7208,10185,Липецкая область,2022-9,Traxporter,29,4273
7209,10186,Липецкая область,2022-10,Traxporter,46,4273
7210,10187,Липецкая область,2022-11,Traxporter,38,4273
7211,10188,Липецкая область,2022-12,Traxporter,30,4273
7212,10192,Липецкая область,2022-4,Ziesel,0,1735
7213,10193,Липецкая область,2022-5,Ziesel,0,1735
7214,10194,Липецкая область,2022-6,Ziesel,4,1735
7215,10195,Липецкая область,2022-7,Ziesel,8,1735
7216,10196,Липецкая область,2022-8,Ziesel,21,1735
7217,10197,Липецкая область,2022-9,Ziesel,35,1735
7218,10198,Липецкая область,2022-10,Ziesel,61,1735
7219,10199,Липецкая область,2022-11,Ziesel,56,1735
7220,10200,Липецкая область,2022-12,Ziesel,44,1735
7221,10204,Магаданская область,2022-4,Energiser505,0,365
7222,10205,Магаданская область,2022-5,Energiser505,0,365
7223,10206,Магаданская область,2022-6,Energiser505,2,365
7224,10207,Магаданская область,2022-7,Energiser505,5,365
7225,10208,Магаданская область,2022-8,Energiser505,14,365
7226,10209,Магаданская область,2022-9,Energiser505,23,365
7227,10210,Магаданская область,2022-10,Energiser505,30,365
7228,10211,Магаданская область,2022-11,Energiser505,36,365
7229,10212,Магаданская область,2022-12,Energiser505,31,365
7230,10216,Магаданская область,2022-4,Red BUG CT500,0,641
7231,10217,Магаданская область,2022-5,Red BUG CT500,0,641
7232,10218,Магаданская область,2022-6,Red BUG CT500,2,641
7233,10219,Магаданская область,2022-7,Red BUG CT500,4,641
7234,10220,Магаданская область,2022-8,Red BUG CT500,14,641
7235,10221,Магаданская область,2022-9,Red BUG CT500,26,641
7236,10222,Магаданская область,2022-10,Red BUG CT500,41,641
7237,10223,Магаданская область,2022-11,Red BUG CT500,43,641
7238,10224,Магаданская область,2022-12,Red BUG CT500,34,641
7239,10229,Московская область,2022-5,Ziesel,1,1698
7240,10230,Московская область,2022-6,Ziesel,3,1698
7241,10231,Московская область,2022-7,Ziesel,8,1698
7242,10232,Московская область,2022-8,Ziesel,25,1698
7243,10233,Московская область,2022-9,Ziesel,47,1698
7244,10234,Московская область,2022-10,Ziesel,56,1698
7245,10235,Московская область,2022-11,Ziesel,58,1698
7246,10236,Московская область,2022-12,Ziesel,50,1698
7247,10241,Московская область,2022-5,DTV Shredder,0,1608
7248,10242,Московская область,2022-6,DTV Shredder,2,1608
7249,10243,Московская область,2022-7,DTV Shredder,8,1608
7250,10244,Московская область,2022-8,DTV Shredder,23,1608
7251,10245,Московская область,2022-9,DTV Shredder,37,1608
7252,10246,Московская область,2022-10,DTV Shredder,42,1608
7253,10247,Московская область,2022-11,DTV Shredder,51,1608
7254,10248,Московская область,2022-12,DTV Shredder,33,1608
7255,10253,Московская область,2022-5,Ripsaw,0,2432
7256,10254,Московская область,2022-6,Ripsaw,3,2432
7257,10255,Московская область,2022-7,Ripsaw,7,2432
7258,10256,Московская область,2022-8,Ripsaw,22,2432
7259,10257,Московская область,2022-9,Ripsaw,32,2432
7260,10258,Московская область,2022-10,Ripsaw,43,2432
7261,10259,Московская область,2022-11,Ripsaw,45,2432
7262,10260,Московская область,2022-12,Ripsaw,42,2432
7263,10263,Мурманская область,2022-3,Energiser505,0,346
7264,10265,Мурманская область,2022-5,Energiser505,0,346
7265,10266,Мурманская область,2022-6,Energiser505,1,346
7266,10267,Мурманская область,2022-7,Energiser505,6,346
7267,10268,Мурманская область,2022-8,Energiser505,14,346
7268,10269,Мурманская область,2022-9,Energiser505,27,346
7269,10270,Мурманская область,2022-10,Energiser505,36,346
7270,10271,Мурманская область,2022-11,Energiser505,40,346
7271,10272,Мурманская область,2022-12,Energiser505,31,346
7272,10277,Мурманская область,2022-5,Traxporter,0,4200
7273,10278,Мурманская область,2022-6,Traxporter,2,4200
7274,10279,Мурманская область,2022-7,Traxporter,6,4200
7275,10280,Мурманская область,2022-8,Traxporter,15,4200
7276,10281,Мурманская область,2022-9,Traxporter,25,4200
7277,10282,Мурманская область,2022-10,Traxporter,41,4200
7278,10283,Мурманская область,2022-11,Traxporter,45,4200
7279,10284,Мурманская область,2022-12,Traxporter,34,4200
7280,10290,Мурманская область,2022-6,Ziesel,1,1745
7281,10291,Мурманская область,2022-7,Ziesel,8,1745
7282,10292,Мурманская область,2022-8,Ziesel,13,1745
7283,10293,Мурманская область,2022-9,Ziesel,26,1745
7284,10294,Мурманская область,2022-10,Ziesel,38,1745
7285,10295,Мурманская область,2022-11,Ziesel,40,1745
7286,10296,Мурманская область,2022-12,Ziesel,31,1745
7287,10301,Нижегородская область,2022-5,Ziesel,0,1818
7288,10302,Нижегородская область,2022-6,Ziesel,2,1818
7289,10303,Нижегородская область,2022-7,Ziesel,6,1818
7290,10304,Нижегородская область,2022-8,Ziesel,14,1818
7291,10305,Нижегородская область,2022-9,Ziesel,30,1818
7292,10306,Нижегородская область,2022-10,Ziesel,40,1818
7293,10307,Нижегородская область,2022-11,Ziesel,39,1818
7294,10308,Нижегородская область,2022-12,Ziesel,33,1818
7295,10313,Нижегородская область,2022-5,DTV Shredder,0,1585
7296,10314,Нижегородская область,2022-6,DTV Shredder,2,1585
7297,10315,Нижегородская область,2022-7,DTV Shredder,7,1585
7298,10316,Нижегородская область,2022-8,DTV Shredder,15,1585
7299,10317,Нижегородская область,2022-9,DTV Shredder,25,1585
7300,10318,Нижегородская область,2022-10,DTV Shredder,36,1585
7301,10319,Нижегородская область,2022-11,DTV Shredder,44,1585
7302,10320,Нижегородская область,2022-12,DTV Shredder,36,1585
7303,10325,Нижегородская область,2022-5,Ripsaw,0,2523
7304,10326,Нижегородская область,2022-6,Ripsaw,1,2523
7305,10327,Нижегородская область,2022-7,Ripsaw,6,2523
7306,10328,Нижегородская область,2022-8,Ripsaw,15,2523
7307,10329,Нижегородская область,2022-9,Ripsaw,26,2523
7308,10330,Нижегородская область,2022-10,Ripsaw,40,2523
7309,10331,Нижегородская область,2022-11,Ripsaw,42,2523
7310,10332,Нижегородская область,2022-12,Ripsaw,25,2523
7311,10336,Новгородская область,2022-4,Energiser505,0,348
7312,10337,Новгородская область,2022-5,Energiser505,0,348
7313,10338,Новгородская область,2022-6,Energiser505,2,348
7314,10339,Новгородская область,2022-7,Energiser505,5,348
7315,10340,Новгородская область,2022-8,Energiser505,15,348
7316,10341,Новгородская область,2022-9,Energiser505,32,348
7317,10342,Новгородская область,2022-10,Energiser505,47,348
7318,10343,Новгородская область,2022-11,Energiser505,45,348
7319,10344,Новгородская область,2022-12,Energiser505,39,348
7320,10349,Новгородская область,2022-5,Red BUG CT500,0,601
7321,10350,Новгородская область,2022-6,Red BUG CT500,2,601
7322,10351,Новгородская область,2022-7,Red BUG CT500,7,601
7323,10352,Новгородская область,2022-8,Red BUG CT500,17,601
7324,10353,Новгородская область,2022-9,Red BUG CT500,33,601
7325,10354,Новгородская область,2022-10,Red BUG CT500,47,601
7326,10355,Новгородская область,2022-11,Red BUG CT500,50,601
7327,10356,Новгородская область,2022-12,Red BUG CT500,43,601
7328,10360,Новосибирская область,2022-4,Energiser505,0,349
7329,10361,Новосибирская область,2022-5,Energiser505,0,349
7330,10362,Новосибирская область,2022-6,Energiser505,2,349
7331,10363,Новосибирская область,2022-7,Energiser505,8,349
7332,10364,Новосибирская область,2022-8,Energiser505,17,349
7333,10365,Новосибирская область,2022-9,Energiser505,39,349
